id_str,full_text
1207806560455421953,@gopprincess123 @TheAltNative @RogReads41 @ArthurMarf @iggdawg @RedHerringRebel @kaitlin_kerr @SquirlWhisperer @tonyposnanski @jk_rowling We can stand with Jewish women while Acknowledging the difference between Jewish women and Christian women. I stand with maya !
1207809787481583616,"@CPU_CWCSonichu @jk_rowling Trans or not, what matters is the comics. Where is it?"
1207801413750972416,"@amandazwarte @daboy_daniel @NatalieMorticia @JoshuaJamesFerg @KatyMontgomerie @HJoyceGender @jk_rowling You keep moving the goalposts. Your initial claim was ""If I get stem cells from a male and I'm a female, I am now another sex"". Eventually you moved it all to ""DNA shouldn't matter"" - but it doesn't. It's not how we determine sex anyways. Now I'm not sure what your point is."
1207810831351721984,"@SassyOlli @jk_rowling You can change your appearance, hormones, and certain cells. But you can’t change your chromosomes or your dna. Just because you dye your hair blonde doesn’t mean you now have blonde genes."
1207805030989885440,@jk_rowling I expected better from someone who created a world where good triumphs over evil and the heroes are generous &amp; openminded enough to not be fearful of what they don't understand.
1207805075177050112,"@AppsDBA_Sarah @HairyLeggdHarpy @jk_rowling Welcome, following you"
1207804933673750530,@Wolfgang_Weiss1 @CharterCda @jcolebrand @Rachies_Wife @GPerplexo @Zoithica @sugaredpeas @_celia_bedelia_ @OhNoSheTwitnt @jk_rowling Yes!
1207808188248133633,"@Zachmaximoff @tealou @notafootstool @jk_rowling Nothing like the Nazis, then.  Not a bit."
1207801364992024576,@maoism_ @KasparWoods @Behvlnd @DebbieHayton @jk_rowling I gave you a definition. Read it again. Infertile women and girls are still women. Males are not women.
1207799853281169410,"@MeganCulley @jk_rowling Respectfully, please don’t presume to speak on behalf of the LGBT* community. I’m a lesbian and I support her stance. As do many of our transgender community. Acknowledging scientific facts is a foundation upon which to build genuine and lasting pride."
1207800049700356097,@BrewersFayre1 @spillingroses @JacobTobia @jk_rowling No thank you
1207809068972175360,@jk_rowling https://t.co/GoX3zvMEaB
1207805539914268679,@Sparrlyten @shahmiruk @bindelj @jk_rowling @joannaccherry Honestly someone has been putting Cool Aid in the water 😳
1207809627435536384,@joojooonthat @lusamedusa @seamj11 @jk_rowling Yes.
1207812562680610816,"@jack_le_e @socialtechno @shahmiruk @jk_rowling Allowing a male inmate (who is an extreme escape risk) to move from a *max security* men’s prison to a lower security women’s prison after 6 months of self identifying as a woman, &lt;3 months on HRT and no discernible physical changes is disrespectful to women &amp; dysphoric people"
1207811528432459776,@Salem4Congress @jk_rowling She said nothing against trans people.
1207811496585003010,"@jk_rowling Right on. Thanks for taking one for your sisters. By doing so, you have exposed every sexist blue tick on social media. I grew up around men who live the way you described. They have never claimed to be women. This is why trans activists can't bullshit me. I see them."
1207810256379744258,"@DarkhartFighter @FoxThistleRose @neutralmilkscot @jk_rowling little guy doesn’t even understand what it means to be trans, yet alone straight at 9 years old....."
1207801684589604864,@shahmiruk @jk_rowling You sound sane.
1207799076722528256,@StacieSchulz2 @jameelajamil @jk_rowling Rights of safety? Trans women are more terrified to share space with you then you are with them. Contstant shaming and name calling. Tell me the last time a trans woman hurt you in any type of way? 💁🏻‍♀️
1207805418086387712,"@jk_rowling This is extremely disappointing, and I expect better from you. Too many trans individuals have been murdered for you to not validate their existence."
1207806442247458818,@OOZwin @helengodfrey88 @tranarchista @delphinium83 @donewithsergiox @GeorgeWade93 @jackappleby @aniobrien @shahmiruk @jk_rowling By what definition of women can a male be a woman. This time don't just recite your circular cult mantra.
1207799314820542464,@MegaTechCorp82 @i_derz @lacklusterbustr @KateofLate8 @MaraWilson @jk_rowling and this “trans people are safe” is thinly veiled speak for “i don’t want to have protections for trans people in the government”
1207802869111566336,@iggdawg @tonyposnanski @jk_rowling It is a Dad day indeed dumbass 😆
1207802189889953793,@NateWatkins @aliamjadrizvi @jk_rowling https://t.co/tRv6tRKqfw
1207812165828304899,@JackPreece01 @RuairiWood @jk_rowling No she has to say theres obvious anti simetism in this film take my name of it. I'm sure being soooooo poor with 0 staff it was impossible to realise this
1207810755422228481,@KatrinaWatson @kindrapring @ScottyDdoogie @chaiselucas866 @HJoyceGender @jk_rowling 😂😂😂🤣😂😂😂✌🏻
1207808119906144257,@jcolebrand @JoshuaBenevide2 @JellybeansRaw @GPerplexo @Zoithica @sugaredpeas @_celia_bedelia_ @OhNoSheTwitnt @jk_rowling And I should be forced by the state to help somebody else?
1207800554241626112,@RodentWild @WillWorth @shahmiruk @jk_rowling Cisgendering is misgendering. Stop it.
1207807063658827777,@eugenegu @jk_rowling Trans women aren't women
1207810301292355585,"Meet Karma, @jk_rowling 

JK Rowling faces backlash for defending a woman who lost her job after transgender comments  https://t.co/jztcdYKdaa"
1207800412650295302,@lisamdanish @jk_rowling Trans women are trans women.
1207807475866464256,@cmclymer @jk_rowling You can’t live your life in peace and security if people are denying your existence and threatening your physical and emotional safety. Please reconsider your harmful statement. #TransWomenAreWomen
1207806513168965634,"@eugenegu @jk_rowling You are wrong, plain and simple"
1207808333043961857,@jk_rowling Shame on you! https://t.co/YdZooljfK0
1207800822870003712,"@amandazwarte @daboy_daniel @NatalieMorticia @JoshuaJamesFerg @KatyMontgomerie @HJoyceGender @jk_rowling Oh that's just a random source that's (fairly) unrelated. I'm just showing you what data LOOKS like. You don't seem to know. You keep citing ""doctors I listened to"" as a source. I can't FIND a source to backup your claims. I'm looking. It's not here. You may be incorrect."
1207808982015983616,@RikkiDeLaVega @jk_rowling https://t.co/EHyPZTuxqE
1207798075781238784,"@ZombieTron @trinityb38 @polearmguy @Fisher_Download @pokemorphh @jk_rowling I like that citizenship analogy, because they're both socially constructed categories that we put people into and not some objective fact about reality.

And I'm not saying that trans women and cis women are identical. I'm saying that they're both subsets of ""woman"""
1207809275009142784,@buttwitchery @_celia_bedelia_ @CatRational @DebbieHayton @MavenOfMayhem @jk_rowling Troll level 1
1207812591990513664,@pikasicheng @jk_rowling Love u !!
1207803792835694599,@MykiAngeline @FenellaVelour @shahmiruk @jk_rowling A woman is not about wearing dresses and makeup. I don’t know what your definition is.
1207810986448707590,@HNHughson @jk_rowling Tell that to all the lesbian women who are being attacked because they don't want to date someone with a penis. Who cares about their rights or fundamental identities???
1207805857729261568,@eugenegu @jk_rowling How long before scientist decide that humans are not bipedal because some people are born without legs?
1207810288181039105,"@WhimsicalQueer @JoLiptrott @jk_rowling May I please ask, do you stand WITH

 https://t.co/X7MGB5Mb2V https://t.co/XjhFHNUDmN"
1207803783742394373,@jk_rowling I am so disappointed in you. I had thought better of you and here you are coming out as a TERF. I stand with women. All women.
1207806933400522758,@sadswampthing @jk_rowling Stunning and brave
1207803781200719872,@jk_rowling Absolutely!!! Truth should not be silenced.
1207803736053075968,"@galluslass @ScottyDdoogie @HJoyceGender @jk_rowling And most importantly, disrespectful to God, Creator of men and women."
1207807293691183105,@jk_rowling Guess you’re a Slytherin after all
1207801299741368322,@sellybeth @MaraWilson @jk_rowling Well paragraphs 39.12 and 39.13 seem to be against the UK law against misgendering – you CAN be obliged to say things you don't believe.
1207812769442983936,@LogicIsGone @dabrandolfski @jsrrayburn @SyntaxError1871 @stillgray @jk_rowling What sex is someone who is XXY? What sex is someone who is XY but doesn't form male sex organs due to testosterone insensitivity?
1207808146451959809,"@bronzeswords1 @coherentstates @jk_rowling Asking what gender you identify as is not transphobic, it’s your preference, you demand to have a preference and I’m respecting that."
1207803950889623552,@RooneyRachel @jk_rowling I'll never bother to read your work 🙃
1207810809302331397,@BanCharlotte @LouisatheLast @jk_rowling I think you need to go read up about sex and what it actually is. Science has moved on in the last couple of decades. Sex is a spectrum which has multiple markers of which chromosomes are only one and not the be all and end all.
1207809406471221248,@jk_rowling Spot on Ma'am.
1207806849556332549,"@WFlynn_ @aliamjadrizvi @LabelFreeBrands @jk_rowling What is it that makes trans men allegedly ‘uncomfortable and unsafe’ about being in a woman’s toilet? I’ve never seen this expressed before. I’ve yet to see any trans man complain that they’re barred from men’s restrooms either, or bio men express anxiety about that possibility?"
1207808039891324928,@niffuGcaM @HannahReloaded @legndofphoenix @jk_rowling I agree
1207805092491091968,"@stillgray @jk_rowling Lol since when do you give a shit about women or there issues, incel?"
1207811846247333889,@jk_rowling This was in reference to as much information about the context of hatred as I'm privy. I can't declare to know how people feel towards her or why; but I do wish to ask why you feel this way towards her. Please stop letting someone else dictate your emotions. This is control.
1207808992895995904,"@jk_rowling Sometimes darkness comes from unexpec... 

Actually, no, we'd seen this one coming for years. It's still incredibly disappointing though."
1207803433803059200,@Ritewithfyre @TaquinJ @coherentstates @jk_rowling this is twitter robert not a debate room
1207802644766453760,"@goodwifeglover @JaronGubernick @MaraWilson @jk_rowling Trans people have the same rights as everyone else. 
-toxic women

Women have the same rights as everyone else. 
-toxic men"
1207803121918971904,"@LouisatheLast @jk_rowling Constructed beliefs re: what constitutes ""gender"" aren't a basic level trait (sex is an immutable, basic characteristic)

Lucky if you get to work w/ppl who share your beliefs &amp; like you, but not the role of others to use the language, definitions or customs of your belief system"
1207803528456089600,@jk_rowling https://t.co/KLrvwFS5vR
1207801138847858689,@jk_rowling https://t.co/LWzSwQuVYh
1207805093371768832,@CharterCda @jcolebrand @JellybeansRaw @GPerplexo @Zoithica @sugaredpeas @_celia_bedelia_ @OhNoSheTwitnt @jk_rowling https://t.co/dayVdu8hdx
1207800099214110721,@KingOfInternet @nhall9 @RuairiWood @jk_rowling She doesn't hate gay people. She is a supporter of gay rights. She isn't anti-trans. She thinks people should be able to identify as whatever they like. What are you talking about?
1207809051754713088,@glaad @jk_rowling @jk_rowling hAs AlIgNeD hErSeLf WiTh An AnTi-ScIeNcE iDeOlOgY tHaT dEnIeS tHe BaSIc HuMaNiTy Of PeOpLe WhO aRe TrAnSgEnDER https://t.co/NSJasGLWRm
1207804289357418496,@jk_rowling There is a difference between sex and gender. On a genetic level your sex can be male or female or less often a bit of both.
1207808713089781760,"@CharterCda @JoshuaBenevide2 @JellybeansRaw @GPerplexo @Zoithica @sugaredpeas @_celia_bedelia_ @OhNoSheTwitnt @jk_rowling I'll tell the public hospitals you don't need to use the ER. The courts that you don't need protection from other people. Creditors that you don't need their services. Insurance companies that you don't need their services. No public postal service for you, because FedEx."
1207805073671065600,@KateofLate8 @MaraWilson @jk_rowling Why else would patriarchy care about sex except to establish caste and reproductive power?  And how have they ever done that except through imposing politics on bodies?  If you're going to discuss the patriarchy you're gonna have to roll up your sleeves for the gender theory
1207806231651463169,"@nik__e @jk_rowling Wishing something, however deeply, doesn’t make it so. Men are men and women are women as they have always been and whether we like it or not. Find a new term to describe those who are unhappy with the body they received.  Please don’t expect to us all to redefine the the world."
1207812090083368961,"@jk_rowling It really sucks that someone who wrote such renowned books, books that helped so many trans people through hard times, is now supporting someone who means harm to the trans community. It makes me sick."
1207807493101039618,@BlueDomin0s @Robert5r34 @Salem4Congress @jk_rowling It’s what you guys are saying but he’s using animals for a example no one is getting dehumanized
1207800033023811584,"@jk_rowling I don't even get why you're all ticked. She said dress how you want, love who you want. Shes just standing up for a woman who was fired and you've labeled her ""transphobic. """
1207799870708502528,"@T_Ivan17 @charlie_sci @jk_rowling Do you know nothing about goblins?! The idea existed long before Jk Rowling, and they were always greedy. And their noses looked like the screenshot below. The only anti Semitism here appears to be yours. https://t.co/1Vype5PDIj"
1207803532990128131,@RooneyRachel @jk_rowling Kiss ass.
1207805216604741632,@beth_wellington @aedison @jk_rowling Bitch where
1207799245266288640,"@StephanieJMajor @DrDebraSoh @eugenegu @jk_rowling I look at abortion is killing a child, it is murder in my eyes. That’s taking away life, and to trans people, people who are against it would be the same thing to them as taking away their life,"
1207800296828755975,@human_not_bees TERFs like @jk_rowling will have you believe than you can’t be fucking each other in the belly button or “bbussy” to use the trans parlance
1207811805483061248,"@AshleyWhy__ @beth_wellington @aedison @jk_rowling She's right.  At most, and I don't necessarily agree with this, there are men, women, and trans as a whole. 

3."
1207806093063311360,@DebbieHayton @RedPaintedPaw @kakymc @JustPlainArlene @keith_folger @MavenOfMayhem @jk_rowling Dr Debbie - you rock!
1207800259931324416,@jk_rowling https://t.co/Ic9sYx3loK
1207812800426303489,"@helenth88265377 @frromeosensini1 @PaprikaLady @lisamdanish @jk_rowling Just...stop, Helen. You aren't making any sense."
1207806342947196928,@spillage10 @iggdawg @WowitsWhit @JustDavidDavid @ArthurMarf @SquirlWhisperer @tonyposnanski @jk_rowling Isn’t  it ‘Opposite Day’???? That’s what I assumed from your original tweet... ¯\_(ツ)_/¯
1207798365884432385,@jk_rowling Me trying to find the lie. https://t.co/SuzcC7ix4d
1207804005604216838,"@DebbieHayton @MavenOfMayhem @jk_rowling Well it’s good that even though magic isn’t real. Science is. Science accepts that’s gender dysmorphia is real, trans people are real. Science however rejects fake doctors like you. As a fellow doctor and follower of science, I see you need to catch up or shut up"
1207809306713894914,"@zardlebard @glaad @jk_rowling Refusing to be with trans individuals in general merely because they’re trans.. is transphobic.

Not being attracted to specific people &amp; some are trans is not transphobic."
1207806137644572677,@iheartmindy @jk_rowling It will only show me like 5 comments and it says there's 83
1207805854440755200,"@cfc_isaksson @MavenOfMayhem @ToUnbecome @jk_rowling Ah the ignorance card. Human decency is really nice, you should learn it. 😁"
1207803264072396806,"Hey @jk_rowling, do you know who else was hateful towards a community of people for reasons that were out of their control? Think you might recognise him hun x https://t.co/W3E5gFpuaY"
1207798786384375810,@MeretriciousPro @notafootstool @jk_rowling You should seek professional psychiatric help.
1207812445961621504,@jk_rowling yeah no
1207801195642777600,"@bindelj @shahmiruk @jk_rowling Hate crimes against trans people has risen by 81% in the UK, but sure this sort of mentality doesn't harm anyone. Seeing celebrities and influential people spout this rhetoric doesn't hurt anyone. Uh huh. Also she wasn't fired they just didn't renew her contract."
1207809736671936517,@jk_rowling How do you like your friends now?
1207804371637080065,@niamhgeraghty1 @Someone81521029 @AliceTotterdown @adambvary @glaad @jk_rowling Ah. A bit of cognitive dissonance occuring. Been there! And now I'm here.
1207799431371866112,"@DebbieHayton @rhee_sistor @FrancesLumsden @shushnik1 @MsCourgette @MavenOfMayhem @jk_rowling This is the science and reason I'm basing my life on, where's yours?

https://t.co/5auGyiR4iZ

https://t.co/TFAXrHqWY8"
1207808367135199233,"@BPaulM @_Xx_OVO_xX_ @ashlieatkinson @_LadyScarlett_ @jeffyjasta @NootOfRoses @thedoorgal @mf_ant @CatRational @MyGuyKilljoy @_celia_bedelia_ @AlanMolin34 @DJMu3L @DebbieHayton @MavenOfMayhem @jk_rowling And another one. A hypothetical is a thought experiment to determine facts about complex things. It isolates problems so we can figure out which parts of a problem are wrong, and which of them we don't need to care about. But this is maybe too complex for you."
1207807248413671426,@jk_rowling #transit mental illness
1207799853587353600,@jk_rowling Disappointed in you.
1207801524769808384,@aliamjadrizvi @jk_rowling https://t.co/ChvQ7HP1Iy
1207807618787528712,"@jk_rowling As an intersexed woman I know the world is not black and white, and  gender is a part of the world. There's a load of gray even there. I will always love you and your book series, Harry Potter. Nothing will change that. But you are wrong on this.  Do a bit research. Brush up"
1207811979483787265,@RadFemme74 @lisamdanish @jk_rowling HOW DARE YOU DISRESPECT MY IDENTITY. BIGOT.
1207805048211697665,"@jk_rowling Sex is real, yes. Gender is a construct. Thanks for showing everyone who you really are. Too bad so many people found out after supporting you for so long."
1207803149982945280,"@spillage10 @ArthurMarf @WowitsWhit @iggdawg @JustDavidDavid @SquirlWhisperer @tonyposnanski @jk_rowling How about this for weird, nonsensical humor:  “Science disagrees with ya, buddy”....   if that isn’t funny, I don’t know what is...🤣😂🤣😂🤣"
1207799339277402112,@jk_rowling there was no flavor in this
1207800213190119424,@Leadinglady0609 @GeorgeWade93 @K08110054 @Arabella_Munro @jackappleby @aniobrien @shahmiruk @jk_rowling I’m with you btw. Just making fun of these loonies.
1207802470266621952,"@maoism_ @Behvlnd @DebbieHayton @jk_rowling Posting a book cover is not proof of the mutability of human sex. 

Try again."
1207802199436193793,@jk_rowling I stand with the Trans community! Shame on you!
1207800688744513536,@jk_rowling Thank you 💥
1207812435060645888,"@OOZwin @helengodfrey88 @tranarchista @delphinium83 @donewithsergiox @GeorgeWade93 @jackappleby @aniobrien @shahmiruk @jk_rowling If you want to define women in relation to assigned stereotypes and roles, have fun with that."
1207809452675600387,@jk_rowling 👏👏👏👏👏👏👏👏👏👏👏👏
1207800498021117952,@KatrinaWatson @ScottyDdoogie @chaiselucas866 @HJoyceGender @jk_rowling This question has been answered by others already. Stop trolling. https://t.co/5vlJzhXP65
1207801560421543938,@jk_rowling Cancelled by your own people lol
1207799472450723840,@marcyjcook @jk_rowling @EmmaWatson omg yes
1207810268572479488,@SillySatanKitty @DianaBunny1103 @BabyFacedAdult @TheGrampusWife @DrDebraSoh @eugenegu @jk_rowling Are you seriously conflating biological nomenclature with video game development? I honestly cannot tell if you are trolling me or just astoundingly ignorant.
1207802811100094464,@MaraWilson @jk_rowling My grandfather already did his part as a US Navy captain in WWII to get rid of the Nazis. You can thank him for that.
1207801967344574464,@StevenW69808657 @jk_rowling Jesus. You need a reality check.
1207799913964134400,"@amoozeboosh @sallybrealey @notafootstool @jk_rowling Not hair-splitting in the slightest. I ain't apologizing, either. I'll say it again. What she SAID is ice cold ans nonchalant."
1207804467103633408,@jk_rowling https://t.co/0QY6LD6ltg
1207798829279563776,"@nutraldrilhotel @originallucky13 @eugenegu @jk_rowling I’m not sure what this means, but ok. Also don’t mind if you curse, just means you’re passionate about what you are defending. Nothing wrong with that at all."
1207810055262867456,"@CPU_CWCSonichu @jk_rowling Chris, you are a male."
1207801106547585029,"@Docstockk @ItsMssS @jk_rowling How can I be mistaken about what ""women"" are, if by “women” I mean something other than ""adult human females"", or if I include transwomen as members of that class?"
1207805781241999361,"@fox_kelso @Deeker @seamj11 @cmclymer @jk_rowling Why are you posting that? XXY and XXX and other genetic mutations don’t prove your point. 

And I want to make it clear that we shouldn’t conflate sex and gender."
1207800359063707649,"@Killateral @bbcTVLicense @Stump4TrumpSF @Salem4Congress @jk_rowling Quite frankly mate I’m not trying to promote anything because I’m at the point where I don’t care about uneducated people, they can perish all on their own because they refuse to be educated. It doesn’t matter what articles or scientific studies you show them, theyll deny it."
1207809692463841281,"@jk_rowling I'm a 59 year-old, cis gender white male, yet I'm not so arrogant to KNOW there are only two sexes or CARE to convince anybody else that there are only two sexes.  The longer I live the more I embrace the rainbow that is humanity and all of the colors within it."
1207810741945765889,@GeorgeWade93 @jackappleby @aniobrien @shahmiruk @jk_rowling How does a woman know it's a woman?
1207801440498069510,@JellybeansRaw @jcolebrand @Rachies_Wife @GPerplexo @Zoithica @sugaredpeas @_celia_bedelia_ @OhNoSheTwitnt @jk_rowling It absolutely is lol. A person who carries a baby is a female and a person who fathers the baby is a male.
1207798929422725120,@jk_rowling https://t.co/6rjTqYMwMA
1207811944201232384,"@WindCoveter @TrovePlayerGuy @eugenegu @jk_rowling But surely the ground isn't there is my point. Because you're not living in reality, right?"
1207800187122532353,"@MavenOfMayhem @ToUnbecome @jk_rowling Ah the anxiety card. And you're not talking about your so called trans child because you want publicity for your book, of course?"
1207808894820634624,"@Salem4Congress @jk_rowling can you not leave @jk_rowling to write the fictional stuff please? she does it far better than you
also NOBODY  is arguing against trans rights not being human rights. of course they fucking are"
1207805685351813120,"@Talonknife @DebbieHayton @Rebecca_J @CrazyWeeMonkey @ForestGravy @dallascatboys @ironiconcussion @bassbehaviour @bindelj @jk_rowling Why do you attack her like that? You spend so long discussing with me, but the minute @DebbieHayton makes any comment you shoot her down. This conversation is half mine and, for my part, I invite and welcome her."
1207809672100634624,"I’ve noticed that a few people whose opinions I respect have “liked” this post and I am disappointed. Rowling may think that she’s just supporting “science,” but the first 3 sentences of this post are anti-trans and insulting. Sorry @jk_rowling, but you can and should do better. https://t.co/MaXNFMuXHV"
1207804367505674240,"@BravardDr @JustDavidDavid @iggdawg @ArthurMarf @SquirlWhisperer @tonyposnanski @jk_rowling Yes,  don't speak for me. Trans women are women."
1207805360616046592,@xxmatias8823xx @MsBlaireWhite @jk_rowling As they're free to
1207804605733711872,@Blackestofpotrs @robbystarbuck @jk_rowling She harassed a coworker and refused to be civil about this person's identity.
1207805622391099392,"@jk_rowling Wow, so much triggered Trans solders ready to commit holocaust against anyone who stays on the side of common sense and biology!"
1207812611649265665,@0544AN @helenth88265377 @Hel3173 @lisamdanish @jk_rowling There XX males and XY Females.
1207803215993098240,"@247Fame @sabrinascoven13 @JacobTobia @jk_rowling Yes, I agree that biology predates culture.  Also that chickens come from eggs.  But if gender isn’t biological, and is a cultural phenomenon, then what came first? Culture or gender?"
1207801454712565761,"@athornehere @jk_rowling It's not feminism if you exclude all women, #SexIsAConstruct"
1207799341039009792,"@SDD44626696 @justinmiyamoto @adorescience @FinnSiegmund @utubeslasher @notafootstool @jk_rowling And, ya know, millions of people’s lived experiences."
1207812101718175744,"@PattyArquette @jk_rowling Your brother detransitioned before death, right? Why wouldn't you stand with Maya?"
1207804439592984576,@DebbieHayton @FrancesLumsden @shushnik1 @MsCourgette @MavenOfMayhem @jk_rowling I'll pass your sentiment along to my trans friends who face daily harassment for existing.
1207802499807268867,@jk_rowling This is crazy.... Are you serious?🙁
1207811604370350080,@jk_rowling Facts are more important than feelings.
1207798226667094016,"@genderisharmful @jk_rowling Big thanks to JK Rowling for stepping on trans people. You're being so brave honey, keep it up! 🙄"
1207805452643422208,@PsycheMax @abizmalll @lurchpurch @KatyMontgomerie @vathi2001 @HJoyceGender @jk_rowling How are those articles anti trans if anything its bringing awareness to transphobia
1207810159059320834,"@cfc_isaksson @MavenOfMayhem @ToUnbecome @jk_rowling Look at you knowing absolutely nothing.  Mind your own beeswax, dude. https://t.co/au3qIKXAo1"
1207803679644037130,"@radicalhag @FifiOink @janeclarejones @jade_wayfarer82 @jk_rowling Wait, is your problem literally just that transwomen call themselves ""women""?

As in, if they didn't have any word to describe it, if they did exactly the same thing but didn't call it anything and just were what they were--you'd be okay with it, you wouldn't have a problem?"
1207806522606149634,"@hereticsandhol1 @andylassner @jk_rowling ""Men who want to erase women"" Where did you get this info?! You are sorely misinformed on what transgender people are and stand for"
1207808697986146304,"@amandazwarte @daboy_daniel @NatalieMorticia @JoshuaJamesFerg @KatyMontgomerie @HJoyceGender @jk_rowling I'm not pissed she got fired. I don't agree with her. I think cancel culture is out of hand. I also think the obsession with gender norms is absurd.

But you still haven't cited a single source. I came here to dispute a bad scientific claim. Not take a side in ""transwars""."
1207800161331765248,@LydiaStephen @thatgurl009 @MaraWilson @jk_rowling Women don't get to identify their way out of biology neither do men. Sorry but this is reality.
1207807356815519747,@name_legendary @JolyonMaugham @martin_mckee @jk_rowling It's because he hasn't the first clue about people. Not ANY people. He's delusional; thinks he's king of the world.
1207806296478617600,"@clumsytruth @MsBlaireWhite @jk_rowling All trans woman are woman, but not all woman are trans woman. Your logic is wrong"
1207805921063256065,"@missjith @Coffin_Spirit @the_gabih @kennyfromdablok @karamantha @jk_rowling placing a trans woman amongst a men's prison population is one of the dumbest things you can do, lol"
1207806760280559617,@jk_rowling With the greatest of respect that isn't what's happened. She has refused to accept the fact that the law requires her to treat somebody with a gender recognition certificate as the gender they are recognised as in law. That is wholly incompatible with British law and the ECHR.1/2
1207808694823591937,@Sharon_O_Slater @ellle_em @restlesscurator @jk_rowling B with the T 💖💙💜
1207805135444987904,"@ParadoxGames117 @jhacktron @notafootstool @jk_rowling Also, she is openly showing support for someone who believes transwomen are just men disquised as women to facilitate sexual predation. That's literally THE attack transwomen have had to defend against since forever."
1207810713722310660,@eugenegu @jk_rowling 🤡🌍
1207807075524333569,@KateofLate8 @MaraWilson @jk_rowling You keep saying men and women like there aren't tons of political and cultural assumptions surrounding what that even means.  Like we don't have tons of arbitrary narratives around how gender works.
1207805573024145410,@cfc_isaksson @MavenOfMayhem @ToUnbecome @jk_rowling No the child is actually real. Unlike your Twitter account.
1207803757670621185,"@TheRealSevyn @w_sheb @mavsfan8 @flannelpajamroz @Variety @jk_rowling I'm sorry @w_sheb
You're dumb now"
1207804232285343744,@THECannaMama's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
1207806719449063426,"@JenelopeJohnson @BabyFacedAdult @SillySatanKitty @TheGrampusWife @DrDebraSoh @eugenegu @jk_rowling But science doesn't define human sex based on gametes lmao
You guys only push that false narrative because it's the closest thing you can get to a binary classification of sex"
1207807152779333632,@JellybeansRaw @JoshuaBenevide2 @jcolebrand @GPerplexo @Zoithica @sugaredpeas @_celia_bedelia_ @OhNoSheTwitnt @jk_rowling I did - hence I know the definition of totalitarianism
1207810943490674688,"@WFlynn_ @aliamjadrizvi @LabelFreeBrands @jk_rowling Ok, not direct experience. But why were your trans male friends using the women’s toilets at all, rather than the men’s as they ID as men?"
1207804242309926913,@Milkydinner @OWMCLiberation @hmc8472 @scenecharlie @unrepeteable @KatyMontgomerie @aliamjadrizvi @jk_rowling Define sex
1207804497852010496,"@cat_the_cat_cat @BodenHagan @tharley1983 @EternOwllie @blu3hydr4ngea @wut_r_u_doin @Surrey_Atheist @MsBlaireWhite @jk_rowling lmao retweeting a tweet that describes transphobia as rational, while describing an irrational fear.. so, yeah, selectively accepting. https://t.co/Xxnx7lftKU"
1207810778469949440,@jk_rowling https://t.co/Dp1lOygF5e
1207806132204560384,@Leyara1 @AmazonChique @jk_rowling Because facts don't care about feelings. Hope this helps.
1207806212928163847,@iggdawg @spillage10 @JustDavidDavid @ArthurMarf @SquirlWhisperer @tonyposnanski @jk_rowling Ben shapiro exposes the left and it’s hilarious
1207809271854972929,@MavenOfMayhem @jk_rowling Don’t be inflammatory. She’s not opposing trans people. She’s saying you can’t fire people for stating facts. Biological sex is a fact of nature. That doesn’t mean people can’t identify or dress or act or be called whatever they please...
1207807447756349441,"@corinna_cohn @jk_rowling @MForstater It seems to me as an outsider that many arguments are because complete clueless lack of T-blockers or dosage under 100%, but mostly because of inadequate supply to EVERYONE WHO WISHES: OTC ASAP!!!
The whole M/F hormone industry needs 2B completely revamped with: clean slates!"
1207810883239366656,"Meanwhile on Facebook...
@jk_rowling @PotterheadRuns

#allarewelcomeinthiscastle
#TransRightsAreHumanRights 
#IDontStandWithMaya https://t.co/bgNWEhtYgO"
1207811864228270080,@lisamdanish @jk_rowling dR.
1207812180805967872,@cubedreamer @jk_rowling UNWORTHY
1207799270725824512,Really? Like can I enjoy something without finding out someone is shiity? 🙄 I am so mad at you @jk_rowling https://t.co/2qLBcpXKmr
1207810260339171328,@puzzled_yet @RebekahWriter @seamj11 @jk_rowling And the very term trans implies a difference. What’s the harm in acknowledging that fact?
1207810063248703490,@notafootstool @jk_rowling Who hates you and wants to bring you harm?
1207803893519917056,@jk_rowling Please shut up
1207803115539517441,"@bindelj @shahmiruk @jk_rowling I see you found your true journalistic home at last Julie - you'll fit right in at the Mail.  

https://t.co/Jx3PD2FkVF"
1207805038522851330,@iggdawg @JustDavidDavid @spillage10 @ArthurMarf @SquirlWhisperer @tonyposnanski @jk_rowling That must be a ‘yes’ then?
1207807082704977920,@KirralieS @jk_rowling https://t.co/5cYoq7ail8
1207801356406403072,@Sixelsixel @jk_rowling ♥️ https://t.co/rJFrwSXglM
1207808787341627392,@lusamedusa @seamj11 @jk_rowling No. We have learned that sex and gender are eminently more complex than we knew and we should stop pretending like they are simple.
1207811720602894337,"@JenelopeJohnson @DianaBunny1103 @BabyFacedAdult @TheGrampusWife @DrDebraSoh @eugenegu @jk_rowling I've linked multiple sources now to scientific articles, and stuff. I don't really need to do more on that topic."
1207810436374106112,@OhNoSheTwitnt @_celia_bedelia_ @jk_rowling E
1207805572327731200,@NicolleAleman1 @jk_rowling It really is 😢
1207804168905379840,"I really hope @jk_rowling is enjoying her private island without internet access, assured that she has done the right thing, and planning to continue doing the right thing. I can't imagine dealing with the woman hating vitriol directed toward her right now."
