id_str,full_text,retweeted_status.id_str,retweeted_status.full_text,conservative
1.21564E+18,"RT @CarenZaccarella: Non ho capito ma davvero #MichelleWilliams nel discorso per i #GoldenGIobes ha detto ""possono accadere cose al nostro…",1.21E+18,"Non ho capito ma davvero #MichelleWilliams nel discorso per i #GoldenGIobes ha detto ""possono accadere cose al nostro corpo che non sempre sono una nostra scelta"" ??? ma davvero allora ha ragione Ricky Gervais...siete andati a scuola meno anni di Greta Thunberg!!!",
1.21564E+18,"RT @nelleNOTE: La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobe…",1.21E+18,"La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobes grazie all'#aborto: ""No, Michelle. E lo dico a tutte le #donne, i #figli non ci impediscono di realizzare i nostri sogni!”

https://t.co/vduj4w9jty https://t.co/OHuFEc9j2p",
1.21564E+18,RT @fammi_nascere: Quando una donna per sentirsi “davvero” libera uccide il figlio che porta in grembo è proprio in quel momento che divent…,1.21E+18,"Quando una donna per sentirsi “davvero” libera uccide il figlio che porta in grembo è proprio in quel momento che diventa per sempre schiava di un sistema che la vuole per tutta la vita in catene, prigioniera di una disumana ideologia di morte.

#MichelleWilliams https://t.co/dpulg4hLhU",
1.21564E+18,RT @Camillamariani4: Che #MichelleWilliams fa schifo è già stato detto? #GoldenGlobes #6gennaio,1.21E+18,Che #MichelleWilliams fa schifo è già stato detto? #GoldenGlobes #6gennaio https://t.co/z0heRwhnMK,
1.21564E+18,"RT @nelleNOTE: La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobe…",1.21E+18,"La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobes grazie all'#aborto: ""No, Michelle. E lo dico a tutte le #donne, i #figli non ci impediscono di realizzare i nostri sogni!”

https://t.co/vduj4w9jty https://t.co/OHuFEc9j2p",
1.21564E+18,"RT @ProVitaFamiglia: 🔴 I FIGLI NON IMPEDISCONO DI REALIZZARE I NOSTRI SOGNI! 

Al penoso discorso di  #MichelleWilliams ai #goldenglobes202…",1.22E+18,"🔴 I FIGLI NON IMPEDISCONO DI REALIZZARE I NOSTRI SOGNI! 

Al penoso discorso di  #MichelleWilliams ai #goldenglobes2020, lasciamo rispondere #LeahDarrow, ex concorrente del Next Top Model USA!

(ringraziamo @nelleNOTE ) https://t.co/EyFJV72kYY",
1.21564E+18,"RT @SilviaGuessWhat: #MichelleWilliams
Per fare carriera ad Hollywood devi abortire.
Se non è maschilismo questo!",1.21E+18,"#MichelleWilliams
Per fare carriera ad Hollywood devi abortire.
Se non è maschilismo questo!",
1.21564E+18,RT @fammi_nascere: Quando una donna per sentirsi “davvero” libera uccide il figlio che porta in grembo è proprio in quel momento che divent…,1.21E+18,"Quando una donna per sentirsi “davvero” libera uccide il figlio che porta in grembo è proprio in quel momento che diventa per sempre schiava di un sistema che la vuole per tutta la vita in catene, prigioniera di una disumana ideologia di morte.

#MichelleWilliams https://t.co/dpulg4hLhU",
1.21564E+18,RT @nozze89: #MichelleWilliams  ha ricevuto il #GoldenGlobe soprattutto perché non è stata abortita.,1.21E+18,#MichelleWilliams  ha ricevuto il #GoldenGlobe soprattutto perché non è stata abortita.,
1.21564E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21564E+18,"RT @Zadi: ""Women, 18-118, when it’s time to vote, please vote in your own self-interest. It's what men have been doing for years, which is…",1.21E+18,"""Women, 18-118, when it’s time to vote, please vote in your own self-interest. It's what men have been doing for years, which is why the world looks so much like them... Let's make it look more like us."" #MichelleWilliams #GoldenGlobes 
 https://t.co/LfMblE8yij",0
1.21564E+18,"@Alyssa_Milano #MichelleWilliams  Take note, health care doesn't make you want to kill yourself. https://t.co/NypL2DLh0K",,,
1.21564E+18,RT @christraynor: #MichelleWilliams advocating for Women’s Choice was the most graceful &amp; impactful I’ve heard in years. Her revelation abo…,1.21E+18,"#MichelleWilliams advocating for Women’s Choice was the most graceful &amp; impactful I’ve heard in years. Her revelation about having an #Abortion was beyond brave. As a man, I found her call for women to vote in their self-interest, AS MEN DO, to be timely, strong and necessary. https://t.co/vNCAlZHYQM",0
1.21563E+18,Thought #MichelleWilliams looked kinda familiar https://t.co/IXN8y868JN,,,1
1.21563E+18,So disappointed! Thought you were better than this. I hope you are haunted every day by the little soul you decided to kill so you could be an actress. YOU ARE PATHETIC #MichelleWilliams,,,1
1.21563E+18,"RT @RockofLifeNI: When a superficial award made of metal... is valued more than the life of her own child.😢

 #MichelleWilliams #GoldenGIob…",1.21E+18,"When a superficial award made of metal... is valued more than the life of her own child.😢

 #MichelleWilliams #GoldenGIobes #AbortionIsMurder https://t.co/GUeNCSGo1z",1
1.21563E+18,"RT @RL26NC: @DineshDSouza She would've kept the baby if the father was famous
#MichelleWilliams",1.22E+18,"@DineshDSouza She would've kept the baby if the father was famous
#MichelleWilliams",1
1.21563E+18,RT @RockofLifeNI: At tonight's #goldenglobes2020 pregnant actress #MichelleWilliams said she wouldn't have won if she hadn't aborted her ot…,1.21E+18,"At tonight's #goldenglobes2020 pregnant actress #MichelleWilliams said she wouldn't have won if she hadn't aborted her other baby years ago when her career was just getting started

A piece of metal is worth more than her baby's life!😡 #30PiecesOfSilver https://t.co/aL1GYoOPk3",1
1.21563E+18,"RT @soyingridbeck: ""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una…",1.21E+18,"""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una mujer que tenga el derecho de elegir cuándo quiero tener mis hijos y con quién. Los hombres llevan haciéndolo durante años."" #MichelleWilliams #GoldenGlobes https://t.co/26ZkaXTU04",
1.21563E+18,"#MichelleWilliams is no different to a #vegan that polices people's food choices pertaining to animal products, but drives a premium brand vehicle that uses genuine leather on its seats &amp; upholstery... But then again this is all Hollywood hypocrisy",,,1
1.21563E+18,@CBSNews Thought it was #MichelleWilliams announcing another abortion. https://t.co/r96m6YkhHj,,,1
1.21563E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21563E+18,"RT @ReeseW: What a speech by #MichelleWilliams! Thank you for being a champion of women, you are an inspiration 🙌🏼 #GoldenGIobes https://t.…",1.21E+18,"What a speech by #MichelleWilliams! Thank you for being a champion of women, you are an inspiration 🙌🏼 #GoldenGIobes https://t.co/J72vlv9Si0",0
1.21562E+18,"I didn’t want WW3 until I heard Michelle Williams’ speech. Just enlisted in the Iranian army, I’ll see you all in the trenches. 
🇮🇷🇮🇷🇮🇷

#WWIII #iran #Tehran #MichelleWilliams",,,
1.21562E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21562E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21562E+18,"RT @MajoMancino: IDOLATRÍA DEL YO
Degradante que con este mensaje #MichelleWilliams pretenda justificar la muerte de su hijo, a tal punto d…",1.22E+18,"IDOLATRÍA DEL YO
Degradante que con este mensaje #MichelleWilliams pretenda justificar la muerte de su hijo, a tal punto de descarte ha llegado la vanidad y su 'exitismo'. https://t.co/UT1TJrGmDW",
1.21562E+18,"RT @dama_rosas: Enviudé a los 19 años, estaba embarazada, no tenía recursos para mantener a mi hija en esos momentos estaba estudiando en l…",1.21E+18,"Enviudé a los 19 años, estaba embarazada, no tenía recursos para mantener a mi hija en esos momentos estaba estudiando en la universidad, aún así nunca fue opción detener mi embarazo, no decido sobre una vida que no me pertenece, FUE LA MEJOR DECISIÓN #life #MichelleWilliams",
1.21562E+18,#MichelleWilliams please shut up.  The guilt over your abortion is palpable.  Seek help and shut up.  You're a shit actress and you are only known for doing Heath Ledger to death.,,,1
1.21562E+18,"RT @GDIGM: ""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much li…",1.21E+18,"""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much like them. Don't forget: we are the largest voting body in this country. Let's make it look more like us."" 
The incredible #MichelleWilliams #GoldenGlobe https://t.co/DiTRVBcM8C",0
1.21562E+18,"Pro-life / Pro-choice, I think most SANE people agree #MichelleWilliams is WRONG to show such glee, thankfulness and display such a ghoulishly dismissive attitude towards abortion. #Disgusting",,,1
1.21561E+18,"Spiteful, arrogant hatred spewed at #MichelleWilliams is a truly backwards way to get your pro-life views across.

I know she's a tough cookie but I also know she's human, so I hope the vitriol doesn't overwhelm her. I hope she can hear the good responses thru all the noise.",,,
1.21561E+18,#MichelleWilliams #merylstreep #BenAffleck https://t.co/1Ft4Rf5nXu,,,1
1.21561E+18,"#MichelleWilliams proved #RickyGervais opening speech
Accept your little award and shut the fuck up.",,,1
1.21561E+18,RT @TheRedChampion: I guess that shiny piece of tin is well worth that precious set of arms that would’ve welcomed her home tonight &amp; said…,1.21E+18,I guess that shiny piece of tin is well worth that precious set of arms that would’ve welcomed her home tonight &amp; said “Mommy I love you.” Right #MichelleWilliams ? https://t.co/soh1AvJrYU,1
1.21561E+18,"RT @RealDrGina: There are 2 kinds of people in the world: 

1) those cheering #MichelleWilliams 4 BRAGGING about aborting her baby to advan…",1.21E+18,"There are 2 kinds of people in the world: 

1) those cheering #MichelleWilliams 4 BRAGGING about aborting her baby to advance her career  

2) those cheering @rickygervais 
for calling out Hollywood’s coverup of murder &amp; child sex preds. 

Which are you? 

https://t.co/aQEGRunVTU",
1.21561E+18,"So #GoldenGlobes speeches had an actress named #MichelleWilliams who on stage spoke about arborting her child and thanking that action to her recieving an award, since it was an empowering choice for her.
What the fuck is this shit!?
I guess #RickyGervais wasn't too clear",,,
1.21561E+18,"RT @SkuggKrigare: “Mommy, why did you kill my sibling?” Michelle Williams (who?) discusses the facts of life (and death) with her child. #g…",1.21E+18,"“Mommy, why did you kill my sibling?” Michelle Williams (who?) discusses the facts of life (and death) with her child. #goldenglobes #michellewilliams #abortionismurder https://t.co/7fQE029hhY",1
1.21561E+18,"How about *YOU* justify YOU killing all your brain cells to become this current vile, dimwitted, hatemongering self??

#MichelleWilliams #prochoice https://t.co/EYsVQbmvvM",,,
1.21561E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21561E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.2156E+18,@NARAL #MichelleWilliams urges women to kill their babies for self-gain. @March_for_Life @WeStand4Life @CatholicDaiIy @THR @TMZ @people @USAToday,,,1
1.2156E+18,RT @Christianitymag: Michelle Williams is wrong. Women don't have to embrace abortion to succeed #goldenglobes2020 #MichelleWilliams @AbbyJ…,1.22E+18,"Michelle Williams is wrong. Women don't have to embrace abortion to succeed #goldenglobes2020 #MichelleWilliams @AbbyJohnson 
https://t.co/N2Ja5R8aep",1
1.2156E+18,"#MichelleWilliams che ""Grazie a tutti, ho ammazzato mio figlio per essere qui oggi a vincere una statuetta di tolla"" non è #girlpower è lo schifo che fanno le #femministe.",,,
1.21559E+18,"#MichelleWilliams holds a golden idol while confessing she sacrificed a child for it.  Absolutely sick. #goldenglobes2020 

https://t.co/5OHdYw3ZG0",,,1
1.21559E+18,"La actriz estadounidense defendió los derechos de elección para cada mujer y en especial en la industria del cine. 🎞️👩
https://t.co/6cqIKmzPa3
.
.
#GoldenGlobes #goldenglobes2020 #MichelleWilliams #BuenDia #BuenViernes",,,
1.21558E+18,"Michelle Williams is wrong. Women don't have to embrace abortion to succeed #goldenglobes2020 #MichelleWilliams @AbbyJohnson 
https://t.co/N2Ja5R8aep",,,1
1.21558E+18,"RT @hellofromtiff: Pray for #MichelleWilliams #Prolife #KAG2020 
#TinyLivesAtRisk 
#UnbornLivesMatter 
 #ChooseLife #ProLife #ProtectTheBab…",1.21E+18,"Pray for #MichelleWilliams #Prolife #KAG2020 
#TinyLivesAtRisk 
#UnbornLivesMatter 
 #ChooseLife #ProLife #ProtectTheBabies
#BabiesRightsAreHumanRights #EndAbortion https://t.co/g96o97Hetu",1
1.21558E+18,"RT @RealDrGina: There are 2 kinds of people in the world: 

1) those cheering #MichelleWilliams 4 BRAGGING about aborting her baby to advan…",1.21E+18,"There are 2 kinds of people in the world: 

1) those cheering #MichelleWilliams 4 BRAGGING about aborting her baby to advance her career  

2) those cheering @rickygervais 
for calling out Hollywood’s coverup of murder &amp; child sex preds. 

Which are you? 

https://t.co/aQEGRunVTU",
1.21558E+18,"İyi ki doğmuş, sevgili #KennethBranagh 🥳😘🥳 (#MichelleWilliams ile #myweekwithmarilyn) 💕 https://t.co/Z0AbJowWyu",,,
1.21558E+18,RT @Carrotsmith77: While pregnant talks about the right to choose to terminate pregnancy... Wow as a woman I’m ashamed! Leave politics out…,1.21E+18,While pregnant talks about the right to choose to terminate pregnancy... Wow as a woman I’m ashamed! Leave politics out and collect your little f-ing award #MichelleWilliams #goldenglobes https://t.co/vjDoHoZyzZ,1
1.21558E+18,"RT @MajoMancino: IDOLATRÍA DEL YO
Degradante que con este mensaje #MichelleWilliams pretenda justificar la muerte de su hijo, a tal punto d…",1.22E+18,"IDOLATRÍA DEL YO
Degradante que con este mensaje #MichelleWilliams pretenda justificar la muerte de su hijo, a tal punto de descarte ha llegado la vanidad y su 'exitismo'. https://t.co/UT1TJrGmDW",
1.21557E+18,Her speech was disgusting and vile.  Full of self exaltation and spewing greed. #MichelleWilliams https://t.co/jElQygWgXu,,,1
1.21556E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21556E+18,"RT @ReeseW: What a speech by #MichelleWilliams! Thank you for being a champion of women, you are an inspiration 🙌🏼 #GoldenGIobes",1.21E+18,"What a speech by #MichelleWilliams! Thank you for being a champion of women, you are an inspiration 🙌🏼 #GoldenGIobes https://t.co/J72vlv9Si0",0
1.21556E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21556E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21556E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21555E+18,I am not a religious person but this is pretty symbolic and her speech was hard to listen to. #MichelleWilliams #GoldenGlobes https://t.co/N48tnm79RG,,,1
1.21554E+18,"RT @MarisaLR2: @RealCandaceO ""Accept your little award, thank your agent, and your god (Moloch) and...""
#RickyGervaisDidntKillHimself 
#ric…",1.22E+18,"@RealCandaceO ""Accept your little award, thank your agent, and your god (Moloch) and...""
#RickyGervaisDidntKillHimself 
#rickgervais #GoldenGlobes #MichelleWilliams #HollywoodHypocrites",1
1.21554E+18,RT @nozze89: #MichelleWilliams  ha ricevuto il #GoldenGlobe soprattutto perché non è stata abortita.,1.21E+18,#MichelleWilliams  ha ricevuto il #GoldenGlobe soprattutto perché non è stata abortita.,
1.21554E+18,"This could b 2 #SouthAfrica &amp; continent of Africa:
🥁Women, please vote in your own self-interests. It's what men have been doing for years which is why the world looks so much like them. Let's make 🌍world look more like us.
Adapted: #MichelleWilliams #goldenglobes2020",,,
1.21554E+18,RT @nozze89: #MichelleWilliams  ha ricevuto il #GoldenGlobe soprattutto perché non è stata abortita.,1.21E+18,#MichelleWilliams  ha ricevuto il #GoldenGlobe soprattutto perché non è stata abortita.,
1.21554E+18,"RT @InfanciaPro: #MichelleWilliams

En Argentina el aborto #NoFueLey

Porque especialistas y científicos agotaron los argumentos en su parl…",1.21E+18,"#MichelleWilliams

En Argentina el aborto #NoFueLey

Porque especialistas y científicos agotaron los argumentos en su parlamento y la democracia gano.

#ArgentinaEsProvida

 #OlaCeleste 💙
💪🏼💪🏼💪🏼",
1.21554E+18,"RT @LAGorganization: This hits the nail on the head.

#prolife #GoldenGIobes #MichelleWilliams #abortion #WomensRights https://t.co/G1dShZX…",1.22E+18,"This hits the nail on the head.

#prolife #GoldenGIobes #MichelleWilliams #abortion #WomensRights https://t.co/G1dShZXSAU",
1.21553E+18,"RT @ProVitaFamiglia: 🔴 I FIGLI NON IMPEDISCONO DI REALIZZARE I NOSTRI SOGNI! 

Al penoso discorso di  #MichelleWilliams ai #goldenglobes202…",1.22E+18,"🔴 I FIGLI NON IMPEDISCONO DI REALIZZARE I NOSTRI SOGNI! 

Al penoso discorso di  #MichelleWilliams ai #goldenglobes2020, lasciamo rispondere #LeahDarrow, ex concorrente del Next Top Model USA!

(ringraziamo @nelleNOTE ) https://t.co/EyFJV72kYY",
1.21553E+18,@LilaGraceRose #MichelleWilliams boasts that she killed her children to further her career. #GoldenGlobes https://t.co/vqSgT9UFo5,,,1
1.21553E+18,RT @nozze89: #MichelleWilliams  ha ricevuto il #GoldenGlobe soprattutto perché non è stata abortita.,1.21E+18,#MichelleWilliams  ha ricevuto il #GoldenGlobe soprattutto perché non è stata abortita.,
1.21553E+18,RT @nozze89: #MichelleWilliams  ha ricevuto il #GoldenGlobe soprattutto perché non è stata abortita.,1.21E+18,#MichelleWilliams  ha ricevuto il #GoldenGlobe soprattutto perché non è stata abortita.,
1.21553E+18,@Oneiorosgrip Like that #goldenglobes2020 actress #MichelleWilliams worshiping the golden idol she literally sacrificed a child for.,,,1
1.21553E+18,"RT @nelleNOTE: La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobe…",1.21E+18,"La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobes grazie all'#aborto: ""No, Michelle. E lo dico a tutte le #donne, i #figli non ci impediscono di realizzare i nostri sogni!”

https://t.co/vduj4w9jty https://t.co/OHuFEc9j2p",
1.21553E+18,"RT @nelleNOTE: La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobe…",1.21E+18,"La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobes grazie all'#aborto: ""No, Michelle. E lo dico a tutte le #donne, i #figli non ci impediscono di realizzare i nostri sogni!”

https://t.co/vduj4w9jty https://t.co/OHuFEc9j2p",
1.21553E+18,RT @Carrotsmith77: While pregnant talks about the right to choose to terminate pregnancy... Wow as a woman I’m ashamed! Leave politics out…,1.21E+18,While pregnant talks about the right to choose to terminate pregnancy... Wow as a woman I’m ashamed! Leave politics out and collect your little f-ing award #MichelleWilliams #goldenglobes https://t.co/vjDoHoZyzZ,1
1.21553E+18,"RT @RealDrGina: There are 2 kinds of people in the world: 

1) those cheering #MichelleWilliams 4 BRAGGING about aborting her baby to advan…",1.21E+18,"There are 2 kinds of people in the world: 

1) those cheering #MichelleWilliams 4 BRAGGING about aborting her baby to advance her career  

2) those cheering @rickygervais 
for calling out Hollywood’s coverup of murder &amp; child sex preds. 

Which are you? 

https://t.co/aQEGRunVTU",
1.21553E+18,RT @fammi_nascere: Quando una donna per sentirsi “davvero” libera uccide il figlio che porta in grembo è proprio in quel momento che divent…,1.21E+18,"Quando una donna per sentirsi “davvero” libera uccide il figlio che porta in grembo è proprio in quel momento che diventa per sempre schiava di un sistema che la vuole per tutta la vita in catene, prigioniera di una disumana ideologia di morte.

#MichelleWilliams https://t.co/dpulg4hLhU",
1.21553E+18,"RT @Joy_Villa: #MichelleWilliams went onstage at the @goldenglobes &amp; proudly advocated for the killing of innocent unborn. 

Here I am prou…",1.21E+18,"#MichelleWilliams went onstage at the @goldenglobes &amp; proudly advocated for the killing of innocent unborn. 

Here I am proudly letting my heart speak through my custom @desidesignscouture dress at the #daytimeemmys.

#prolifeisprowoman https://t.co/v21NzoLR6j",1
1.21553E+18,"RT @SilviaGuessWhat: #MichelleWilliams
Per fare carriera ad Hollywood devi abortire.
Se non è maschilismo questo!",1.21E+18,"#MichelleWilliams
Per fare carriera ad Hollywood devi abortire.
Se non è maschilismo questo!",
1.21553E+18,RT @tmariani40: Dopo che l’attrice #MichelleWilliams ai #GoldenGlobes ha usato il suo discorso di ringraziamento per il premio per promuove…,1.21E+18,"Dopo che l’attrice #MichelleWilliams ai #GoldenGlobes ha usato il suo discorso di ringraziamento per il premio per promuovere l' #aborto, una modella americana, appena entrata in travaglio per avere il suo quinto... https://t.co/Vgumqatisv",
1.21553E+18,"RT @walkenstein: “It is a poverty that a child must die, so you may live as you wish.” - St. (Mother) Teresa of Calcutta #MichelleWilliams",1.21E+18,"“It is a poverty that a child must die, so you may live as you wish.” - St. (Mother) Teresa of Calcutta #MichelleWilliams",1
1.21553E+18,"RT @hellofromtiff: Pray for #MichelleWilliams #Prolife #KAG2020 
#TinyLivesAtRisk 
#UnbornLivesMatter 
 #ChooseLife #ProLife #ProtectTheBab…",1.21E+18,"Pray for #MichelleWilliams #Prolife #KAG2020 
#TinyLivesAtRisk 
#UnbornLivesMatter 
 #ChooseLife #ProLife #ProtectTheBabies
#BabiesRightsAreHumanRights #EndAbortion https://t.co/g96o97Hetu",1
1.21553E+18,"RT @CarenZaccarella: Non ho capito ma davvero #MichelleWilliams nel discorso per i #GoldenGIobes ha detto ""possono accadere cose al nostro…",1.21E+18,"Non ho capito ma davvero #MichelleWilliams nel discorso per i #GoldenGIobes ha detto ""possono accadere cose al nostro corpo che non sempre sono una nostra scelta"" ??? ma davvero allora ha ragione Ricky Gervais...siete andati a scuola meno anni di Greta Thunberg!!!",
1.21553E+18,RT @March4LifeUK: Women shouldn’t need abortion in order to succeed. This is exactly what abortion does - trading the killing of our childr…,1.21E+18,Women shouldn’t need abortion in order to succeed. This is exactly what abortion does - trading the killing of our children for success. #abortion #MichelleWilliams #UK https://t.co/YEUaZQWIr7,1
1.21553E+18,RT @OldSchoolSaul: Powerful. #MichelleWilliams https://t.co/eYmkC0Eh93,1.22E+18,Powerful. #MichelleWilliams https://t.co/eYmkC0Eh93,1
1.21553E+18,"RT @meaccoleman: Larkin, every now and again it seems worth my repeating that babies and dreams are not incompatible. 

#MichelleWilliams #…",1.22E+18,"Larkin, every now and again it seems worth my repeating that babies and dreams are not incompatible. 

#MichelleWilliams #GoldenGlobes #PostcardsForMacron #YouDeserveMore #LoveThemBoth #ProLifeGeneration https://t.co/AJGdxux6ll",
1.21553E+18,"RT @GDIGM: ""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much li…",1.21E+18,"""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much like them. Don't forget: we are the largest voting body in this country. Let's make it look more like us."" 
The incredible #MichelleWilliams #GoldenGlobe https://t.co/DiTRVBcM8C",0
1.21553E+18,#MichelleWilliams  #GoldenGIobes #RickyGervais https://t.co/C1Nu00EYSg,,,1
1.21553E+18,"RT @GDIGM: ""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much li…",1.21E+18,"""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much like them. Don't forget: we are the largest voting body in this country. Let's make it look more like us."" 
The incredible #MichelleWilliams #GoldenGlobe https://t.co/DiTRVBcM8C",0
1.21553E+18,"RT @GDIGM: ""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much li…",1.21E+18,"""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much like them. Don't forget: we are the largest voting body in this country. Let's make it look more like us."" 
The incredible #MichelleWilliams #GoldenGlobe https://t.co/DiTRVBcM8C",0
1.21552E+18,"Had she not done that, she'd have won the award and still not have any name recognition.  At least now the people she disagrees with know who she is.

#goldenglobes #michellewilliams #goldencalf #abortion https://t.co/UYh1PJYdVA",,,
1.21552E+18,@RealCandaceO I couldn't believe she actually said that. #MichelleWilliams,,,1
1.21552E+18,"RT @ProVitaFamiglia: 🔴 I FIGLI NON IMPEDISCONO DI REALIZZARE I NOSTRI SOGNI! 

Al penoso discorso di  #MichelleWilliams ai #goldenglobes202…",1.22E+18,"🔴 I FIGLI NON IMPEDISCONO DI REALIZZARE I NOSTRI SOGNI! 

Al penoso discorso di  #MichelleWilliams ai #goldenglobes2020, lasciamo rispondere #LeahDarrow, ex concorrente del Next Top Model USA!

(ringraziamo @nelleNOTE ) https://t.co/EyFJV72kYY",
